label,tt,result,n_covered,n_empty,total_domain,profiles,edges_partial,edges_incompat
lift_and_29700,0x74040000,UNSAT,40,0,298660,10798,364,0
lift_29744,0x74307430,UNSAT,40,0,184305,10365,424,0
lift_xor_29744,0x8BCF7430,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_29744,0x74300000,UNSAT,40,0,292890,11618,393,0
lift_29760,0x74407440,UNSAT,40,0,164029,9555,431,0
lift_xor_29760,0x8BBF7440,EMPTY+GENUINE,25,15,48065,4741,139,0
lift_and_29760,0x74400000,UNSAT,40,0,296511,10537,364,0
lift_29776,0x74507450,UNSAT,40,0,160153,8553,437,0
lift_xor_29776,0x8BAF7450,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_29776,0x74500000,UNSAT,40,0,281760,10415,381,0
lift_29780,0x74547454,UNSAT,40,0,165266,8999,439,0
lift_xor_29780,0x8BAB7454,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_29780,0x74540000,UNSAT,40,0,271442,10864,389,0
lift_29781,0x74557455,UNSAT,40,0,145569,6568,424,4
lift_xor_29781,0x8BAA7455,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_29781,0x74550000,UNSAT,40,0,251291,9711,391,2
lift_29813,0x74757475,UNSAT,40,0,148635,6807,428,2
lift_xor_29813,0x8B8A7475,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_29813,0x74750000,UNSAT,40,0,239430,10071,397,1
lift_29936,0x74F074F0,UNSAT,40,0,214184,13247,412,4
lift_xor_29936,0x8B0F74F0,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_29936,0x74F00000,UNSAT,40,0,280215,13460,383,2
lift_29940,0x74F474F4,UNSAT,40,0,195334,11601,421,2
lift_xor_29940,0x8B0B74F4,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_29940,0x74F40000,UNSAT,40,0,258923,12719,390,1
lift_29941,0x74F574F5,UNSAT,40,0,151718,7090,425,4
lift_xor_29941,0x8B0A74F5,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_29941,0x74F50000,UNSAT,40,0,227820,10382,384,2
lift_29950,0x74FE74FE,UNSAT,40,0,167113,9456,424,4
lift_xor_29950,0x8B0174FE,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_29950,0x74FE0000,UNSAT,40,0,220436,11519,404,3
lift_29951,0x74FF74FF,UNSAT,40,0,237682,8384,398,4
lift_xor_29951,0x8B0074FF,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_29951,0x74FF0000,UNSAT,40,0,252403,12348,397,3
lift_29953,0x75017501,UNSAT,40,0,151718,7090,425,4
lift_xor_29953,0x8AFE7501,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_29953,0x75010000,UNSAT,40,0,279083,9809,363,2
lift_29957,0x75057505,UNSAT,40,0,148635,6807,428,2
lift_xor_29957,0x8AFA7505,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_29957,0x75050000,UNSAT,40,0,265480,9817,387,1
lift_29984,0x75207520,UNSAT,40,0,184305,10365,424,0
lift_xor_29984,0x8ADF7520,EMPTY+GENUINE,29,11,48226,4879,178,0
lift_and_29984,0x75200000,UNSAT,40,0,292890,11618,393,0
lift_30016,0x75407540,UNSAT,40,0,160153,8553,437,0
lift_xor_30016,0x8ABF7540,EMPTY+GENUINE,28,12,39474,4019,175,0
lift_and_30016,0x75400000,UNSAT,40,0,281760,10415,381,0
lift_30020,0x75447544,UNSAT,40,0,165266,8999,439,0
lift_xor_30020,0x8ABB7544,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_30020,0x75440000,UNSAT,40,0,271442,10864,389,0
lift_30021,0x75457545,UNSAT,40,0,145569,6568,424,4
lift_xor_30021,0x8ABA7545,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_30021,0x75450000,UNSAT,40,0,251291,9711,391,2
lift_30068,0x75747574,UNSAT,40,0,156191,7972,428,2
lift_xor_30068,0x8A8B7574,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_30068,0x75740000,UNSAT,40,0,241582,10520,401,1
lift_30192,0x75F075F0,UNSAT,40,0,195334,11601,421,2
lift_xor_30192,0x8A0F75F0,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_30192,0x75F00000,UNSAT,40,0,258923,12719,390,1
lift_30193,0x75F175F1,UNSAT,40,0,151718,7090,425,4
lift_xor_30193,0x8A0E75F1,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_30193,0x75F10000,UNSAT,40,0,227820,10382,384,2
lift_30204,0x75FC75FC,UNSAT,40,0,167113,9456,424,4
lift_xor_30204,0x8A0375FC,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_30204,0x75FC0000,UNSAT,40,0,220436,11519,404,3
lift_30205,0x75FD75FD,UNSAT,40,0,237682,8384,398,4
lift_xor_30205,0x8A0275FD,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_30205,0x75FD0000,UNSAT,40,0,252403,12348,397,3
lift_30466,0x77027702,UNSAT,40,0,181198,9831,431,0
lift_xor_30466,0x88FD7702,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_30466,0x77020000,UNSAT,40,0,278670,11507,382,0
lift_30468,0x77047704,UNSAT,40,0,181198,9831,431,0
lift_xor_30468,0x88FB7704,EMPTY+GENUINE,30,10,43726,4532,204,0
lift_and_30468,0x77040000,UNSAT,40,0,278670,11507,382,0
lift_30499,0x77237723,UNSAT,40,0,148635,6807,428,2
lift_xor_30499,0x88DC7723,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_30499,0x77230000,UNSAT,40,0,239430,10071,397,1
lift_30514,0x77327732,UNSAT,40,0,156191,7972,428,2
lift_xor_30514,0x88CD7732,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_30514,0x77320000,UNSAT,40,0,241582,10520,401,1
lift_30533,0x77457745,UNSAT,40,0,148635,6807,428,2
lift_xor_30533,0x88BA7745,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_30533,0x77450000,UNSAT,40,0,239430,10071,397,1
lift_30548,0x77547754,UNSAT,40,0,156191,7972,428,2
lift_xor_30548,0x88AB7754,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_30548,0x77540000,UNSAT,40,0,241582,10520,401,1
lift_30706,0x77F277F2,UNSAT,40,0,167113,9456,424,4
lift_xor_30706,0x880D77F2,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_30706,0x77F20000,UNSAT,40,0,220436,11519,404,3
lift_30707,0x77F377F3,UNSAT,40,0,237682,8384,398,4
lift_xor_30707,0x880C77F3,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_30707,0x77F30000,UNSAT,40,0,252403,12348,397,3
lift_30708,0x77F477F4,UNSAT,40,0,167113,9456,424,4
lift_xor_30708,0x880B77F4,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_30708,0x77F40000,UNSAT,40,0,220436,11519,404,3
lift_30709,0x77F577F5,UNSAT,40,0,237682,8384,398,4
lift_xor_30709,0x880A77F5,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_30709,0x77F50000,UNSAT,40,0,252403,12348,397,3
lift_32520,0x7F087F08,UNSAT,40,0,214184,13247,412,4
lift_xor_32520,0x80F77F08,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_32520,0x7F080000,UNSAT,40,0,280215,13460,383,2
lift_32522,0x7F0A7F0A,UNSAT,40,0,195334,11601,421,2
lift_xor_32522,0x80F57F0A,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_32522,0x7F0A0000,UNSAT,40,0,258923,12719,390,1
lift_32523,0x7F0B7F0B,UNSAT,40,0,151718,7090,425,4
lift_xor_32523,0x80F47F0B,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_32523,0x7F0B0000,UNSAT,40,0,227820,10382,384,2
lift_32524,0x7F0C7F0C,UNSAT,40,0,195334,11601,421,2
lift_xor_32524,0x80F37F0C,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_32524,0x7F0C0000,UNSAT,40,0,258923,12719,390,1
lift_32525,0x7F0D7F0D,UNSAT,40,0,151718,7090,425,4
lift_xor_32525,0x80F27F0D,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_32525,0x7F0D0000,UNSAT,40,0,227820,10382,384,2
lift_32544,0x7F207F20,UNSAT,40,0,214184,13247,412,4
lift_xor_32544,0x80DF7F20,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_32544,0x7F200000,UNSAT,40,0,280215,13460,383,2
lift_32546,0x7F227F22,UNSAT,40,0,195334,11601,421,2
lift_xor_32546,0x80DD7F22,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_32546,0x7F220000,UNSAT,40,0,258923,12719,390,1
lift_32547,0x7F237F23,UNSAT,40,0,151718,7090,425,4
lift_xor_32547,0x80DC7F23,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_32547,0x7F230000,UNSAT,40,0,227820,10382,384,2
lift_32558,0x7F2E7F2E,UNSAT,40,0,167113,9456,424,4
lift_xor_32558,0x80D17F2E,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_32558,0x7F2E0000,UNSAT,40,0,220436,11519,404,3
lift_32559,0x7F2F7F2F,UNSAT,40,0,237682,8384,398,4
lift_xor_32559,0x80D07F2F,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_32559,0x7F2F0000,UNSAT,40,0,252403,12348,397,3
lift_32560,0x7F307F30,UNSAT,40,0,195334,11601,421,2
lift_xor_32560,0x80CF7F30,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_32560,0x7F300000,UNSAT,40,0,258923,12719,390,1
lift_32561,0x7F317F31,UNSAT,40,0,151718,7090,425,4
lift_xor_32561,0x80CE7F31,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_32561,0x7F310000,UNSAT,40,0,227820,10382,384,2
lift_32570,0x7F3A7F3A,UNSAT,40,0,167113,9456,424,4
lift_xor_32570,0x80C57F3A,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_32570,0x7F3A0000,UNSAT,40,0,220436,11519,404,3
lift_32571,0x7F3B7F3B,UNSAT,40,0,237682,8384,398,4
lift_xor_32571,0x80C47F3B,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_32571,0x7F3B0000,UNSAT,40,0,252403,12348,397,3
lift_32576,0x7F407F40,UNSAT,40,0,214184,13247,412,4
lift_xor_32576,0x80BF7F40,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_32576,0x7F400000,UNSAT,40,0,280215,13460,383,2
lift_32580,0x7F447F44,UNSAT,40,0,195334,11601,421,2
lift_xor_32580,0x80BB7F44,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_32580,0x7F440000,UNSAT,40,0,258923,12719,390,1
lift_32581,0x7F457F45,UNSAT,40,0,151718,7090,425,4
lift_xor_32581,0x80BA7F45,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_32581,0x7F450000,UNSAT,40,0,227820,10382,384,2
lift_32590,0x7F4E7F4E,UNSAT,40,0,167113,9456,424,4
lift_xor_32590,0x80B17F4E,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_32590,0x7F4E0000,UNSAT,40,0,220436,11519,404,3
lift_32591,0x7F4F7F4F,UNSAT,40,0,237682,8384,398,4
lift_xor_32591,0x80B07F4F,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_32591,0x7F4F0000,UNSAT,40,0,252403,12348,397,3
lift_32592,0x7F507F50,UNSAT,40,0,195334,11601,421,2
lift_xor_32592,0x80AF7F50,EMPTY+GENUINE,30,10,31975,3541,198,2
lift_and_32592,0x7F500000,UNSAT,40,0,258923,12719,390,1
lift_32593,0x7F517F51,UNSAT,40,0,151718,7090,425,4
lift_xor_32593,0x80AE7F51,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_32593,0x7F510000,UNSAT,40,0,227820,10382,384,2
lift_32604,0x7F5C7F5C,UNSAT,40,0,167113,9456,424,4
lift_xor_32604,0x80A37F5C,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_32604,0x7F5C0000,UNSAT,40,0,220436,11519,404,3
lift_32605,0x7F5D7F5D,UNSAT,40,0,237682,8384,398,4
lift_xor_32605,0x80A27F5D,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_32605,0x7F5D0000,UNSAT,40,0,252403,12348,397,3
lift_32626,0x7F727F72,UNSAT,40,0,167113,9456,424,4
lift_xor_32626,0x808D7F72,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_32626,0x7F720000,UNSAT,40,0,220436,11519,404,3
lift_32627,0x7F737F73,UNSAT,40,0,237682,8384,398,4
lift_xor_32627,0x808C7F73,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_32627,0x7F730000,UNSAT,40,0,252403,12348,397,3
lift_32628,0x7F747F74,UNSAT,40,0,167113,9456,424,4
lift_xor_32628,0x808B7F74,EMPTY+GENUINE,28,12,14402,2124,158,8
lift_and_32628,0x7F740000,UNSAT,40,0,220436,11519,404,3
lift_32629,0x7F757F75,UNSAT,40,0,237682,8384,398,4
lift_xor_32629,0x808A7F75,EMPTY+GENUINE,30,10,53419,2932,203,4
lift_and_32629,0x7F750000,UNSAT,40,0,252403,12348,397,3
lift_32907,0x808B808B,UNSAT,40,0,167113,9456,424,4
lift_xor_32907,0x7F74808B,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_32907,0x808B0000,UNSAT,40,0,299372,10813,362,3
lift_32909,0x808D808D,UNSAT,40,0,167113,9456,424,4
lift_xor_32909,0x7F72808D,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_32909,0x808D0000,UNSAT,40,0,299372,10813,362,3
lift_32931,0x80A380A3,UNSAT,40,0,167113,9456,424,4
lift_xor_32931,0x7F5C80A3,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_32931,0x80A30000,UNSAT,40,0,299372,10813,362,3
lift_32942,0x80AE80AE,UNSAT,40,0,161769,8677,433,4
lift_xor_32942,0x7F5180AE,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_32942,0x80AE0000,UNSAT,40,0,283354,10533,357,2
lift_32943,0x80AF80AF,UNSAT,40,0,156191,7972,428,2
lift_xor_32943,0x7F5080AF,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_32943,0x80AF0000,UNSAT,40,0,269255,10387,390,1
lift_32945,0x80B180B1,UNSAT,40,0,167113,9456,424,4
lift_xor_32945,0x7F4E80B1,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_32945,0x80B10000,UNSAT,40,0,299372,10813,362,3
lift_32954,0x80BA80BA,UNSAT,40,0,161769,8677,433,4
lift_xor_32954,0x7F4580BA,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_32954,0x80BA0000,UNSAT,40,0,283354,10533,357,2
lift_32955,0x80BB80BB,UNSAT,40,0,156191,7972,428,2
lift_xor_32955,0x7F4480BB,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_32955,0x80BB0000,UNSAT,40,0,269255,10387,390,1
lift_32959,0x80BF80BF,UNSAT,40,0,150530,7325,414,4
lift_xor_32959,0x7F4080BF,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_32959,0x80BF0000,UNSAT,40,0,254571,10143,387,2
lift_32965,0x80C580C5,UNSAT,40,0,167113,9456,424,4
lift_xor_32965,0x7F3A80C5,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_32965,0x80C50000,UNSAT,40,0,299372,10813,362,3
lift_32974,0x80CE80CE,UNSAT,40,0,161769,8677,433,4
lift_xor_32974,0x7F3180CE,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_32974,0x80CE0000,UNSAT,40,0,283354,10533,357,2
lift_32975,0x80CF80CF,UNSAT,40,0,156191,7972,428,2
lift_xor_32975,0x7F3080CF,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_32975,0x80CF0000,UNSAT,40,0,269255,10387,390,1
lift_32977,0x80D180D1,UNSAT,40,0,167113,9456,424,4
lift_xor_32977,0x7F2E80D1,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_32977,0x80D10000,UNSAT,40,0,299372,10813,362,3
lift_32988,0x80DC80DC,UNSAT,40,0,161769,8677,433,4
lift_xor_32988,0x7F2380DC,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_32988,0x80DC0000,UNSAT,40,0,283354,10533,357,2
lift_32989,0x80DD80DD,UNSAT,40,0,156191,7972,428,2
lift_xor_32989,0x7F2280DD,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_32989,0x80DD0000,UNSAT,40,0,269255,10387,390,1
lift_32991,0x80DF80DF,UNSAT,40,0,150530,7325,414,4
lift_xor_32991,0x7F2080DF,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_32991,0x80DF0000,UNSAT,40,0,254571,10143,387,2
lift_33010,0x80F280F2,UNSAT,40,0,161769,8677,433,4
lift_xor_33010,0x7F0D80F2,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_33010,0x80F20000,UNSAT,40,0,283354,10533,357,2
lift_33011,0x80F380F3,UNSAT,40,0,156191,7972,428,2
lift_xor_33011,0x7F0C80F3,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_33011,0x80F30000,UNSAT,40,0,269255,10387,390,1
lift_33012,0x80F480F4,UNSAT,40,0,161769,8677,433,4
lift_xor_33012,0x7F0B80F4,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_33012,0x80F40000,UNSAT,40,0,283354,10533,357,2
lift_33013,0x80F580F5,UNSAT,40,0,156191,7972,428,2
lift_xor_33013,0x7F0A80F5,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_33013,0x80F50000,UNSAT,40,0,269255,10387,390,1
lift_33015,0x80F780F7,UNSAT,40,0,150530,7325,414,4
lift_xor_33015,0x7F0880F7,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_33015,0x80F70000,UNSAT,40,0,254571,10143,387,2
lift_34827,0x880B880B,UNSAT,40,0,167113,9456,424,4
lift_xor_34827,0x77F4880B,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_34827,0x880B0000,UNSAT,40,0,299372,10813,362,3
lift_34829,0x880D880D,UNSAT,40,0,167113,9456,424,4
lift_xor_34829,0x77F2880D,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_34829,0x880D0000,UNSAT,40,0,299372,10813,362,3
lift_34987,0x88AB88AB,UNSAT,40,0,195334,11601,421,2
lift_xor_34987,0x775488AB,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_34987,0x88AB0000,UNSAT,40,0,285708,12512,378,1
lift_34988,0x88AC88AC,UNSAT,40,0,183836,10895,442,0
lift_xor_34988,0x775388AC,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_34988,0x88AC0000,UNSAT,40,0,292082,11876,358,0
lift_34992,0x88B088B0,UNSAT,40,0,186045,11745,427,2
lift_xor_34992,0x774F88B0,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_34992,0x88B00000,UNSAT,40,0,306594,12058,352,1
lift_35002,0x88BA88BA,UNSAT,40,0,197829,12023,428,2
lift_xor_35002,0x774588BA,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_35002,0x88BA0000,UNSAT,40,0,286204,12666,378,1
lift_35018,0x88CA88CA,UNSAT,40,0,183836,10895,442,0
lift_xor_35018,0x773588CA,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_35018,0x88CA0000,UNSAT,40,0,292082,11876,358,0
lift_35021,0x88CD88CD,UNSAT,40,0,195334,11601,421,2
lift_xor_35021,0x773288CD,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_35021,0x88CD0000,UNSAT,40,0,285708,12512,378,1
lift_35024,0x88D088D0,UNSAT,40,0,186045,11745,427,2
lift_xor_35024,0x772F88D0,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_35024,0x88D00000,UNSAT,40,0,306594,12058,352,1
lift_35036,0x88DC88DC,UNSAT,40,0,197829,12023,428,2
lift_xor_35036,0x772388DC,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_35036,0x88DC0000,UNSAT,40,0,286204,12666,378,1
lift_35067,0x88FB88FB,UNSAT,40,0,165266,8999,439,0
lift_xor_35067,0x770488FB,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_35067,0x88FB0000,UNSAT,40,0,246964,11230,401,0
lift_35069,0x88FD88FD,UNSAT,40,0,165266,8999,439,0
lift_xor_35069,0x770288FD,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_35069,0x88FD0000,UNSAT,40,0,246964,11230,401,0
lift_35331,0x8A038A03,UNSAT,40,0,167113,9456,424,4
lift_xor_35331,0x75FC8A03,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_35331,0x8A030000,UNSAT,40,0,299372,10813,362,3
lift_35342,0x8A0E8A0E,UNSAT,40,0,161769,8677,433,4
lift_xor_35342,0x75F18A0E,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_35342,0x8A0E0000,UNSAT,40,0,283354,10533,357,2
lift_35343,0x8A0F8A0F,UNSAT,40,0,156191,7972,428,2
lift_xor_35343,0x75F08A0F,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_35343,0x8A0F0000,UNSAT,40,0,269255,10387,390,1
lift_35467,0x8A8B8A8B,UNSAT,40,0,195334,11601,421,2
lift_xor_35467,0x75748A8B,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_35467,0x8A8B0000,UNSAT,40,0,285708,12512,378,1
lift_35468,0x8A8C8A8C,UNSAT,40,0,183836,10895,442,0
lift_xor_35468,0x75738A8C,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_35468,0x8A8C0000,UNSAT,40,0,292082,11876,358,0
lift_35514,0x8ABA8ABA,UNSAT,40,0,210695,12616,416,4
lift_xor_35514,0x75458ABA,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_35514,0x8ABA0000,UNSAT,40,0,279243,13203,375,2
lift_35515,0x8ABB8ABB,UNSAT,40,0,181198,9831,431,0
lift_xor_35515,0x75448ABB,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_35515,0x8ABB0000,UNSAT,40,0,254192,11873,394,0
lift_35519,0x8ABF8ABF,UNSAT,40,0,151574,7092,437,0
lift_xor_35519,0x75408ABF,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_35519,0x8ABF0000,UNSAT,40,0,228534,10439,377,0
lift_35530,0x8ACA8ACA,UNSAT,40,0,199500,11914,416,0
lift_xor_35530,0x75358ACA,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_35530,0x8ACA0000,UNSAT,40,0,286312,12696,387,0
lift_35532,0x8ACC8ACC,UNSAT,40,0,199500,11914,416,0
lift_xor_35532,0x75338ACC,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_35532,0x8ACC0000,UNSAT,40,0,286312,12696,387,0
lift_35578,0x8AFA8AFA,UNSAT,40,0,197829,12023,428,2
lift_xor_35578,0x75058AFA,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_35578,0x8AFA0000,UNSAT,40,0,260154,12920,387,1
lift_35582,0x8AFE8AFE,UNSAT,40,0,161769,8677,433,4
lift_xor_35582,0x75018AFE,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_35582,0x8AFE0000,UNSAT,40,0,231203,11032,382,2
lift_35585,0x8B018B01,UNSAT,40,0,167113,9456,424,4
lift_xor_35585,0x74FE8B01,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_35585,0x8B010000,UNSAT,40,0,299372,10813,362,3
lift_35594,0x8B0A8B0A,UNSAT,40,0,161769,8677,433,4
lift_xor_35594,0x74F58B0A,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_35594,0x8B0A0000,UNSAT,40,0,283354,10533,357,2
lift_35595,0x8B0B8B0B,UNSAT,40,0,156191,7972,428,2
lift_xor_35595,0x74F48B0B,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_35595,0x8B0B0000,UNSAT,40,0,269255,10387,390,1
lift_35599,0x8B0F8B0F,UNSAT,40,0,150530,7325,414,4
lift_xor_35599,0x74F08B0F,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_35599,0x8B0F0000,UNSAT,40,0,254571,10143,387,2
lift_35712,0x8B808B80,UNSAT,40,0,186045,11745,427,2
lift_xor_35712,0x747F8B80,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_35712,0x8B800000,UNSAT,40,0,306594,12058,352,1
lift_35722,0x8B8A8B8A,UNSAT,40,0,197829,12023,428,2
lift_xor_35722,0x74758B8A,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_35722,0x8B8A0000,UNSAT,40,0,286204,12666,378,1
lift_35754,0x8BAA8BAA,UNSAT,40,0,210695,12616,416,4
lift_xor_35754,0x74558BAA,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_35754,0x8BAA0000,UNSAT,40,0,279243,13203,375,2
lift_35755,0x8BAB8BAB,UNSAT,40,0,181198,9831,431,0
lift_xor_35755,0x74548BAB,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_35755,0x8BAB0000,UNSAT,40,0,254192,11873,394,0
lift_35759,0x8BAF8BAF,UNSAT,40,0,151574,7092,437,0
lift_xor_35759,0x74508BAF,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_35759,0x8BAF0000,UNSAT,40,0,228534,10439,377,0
lift_35845,0x8C058C05,UNSAT,40,0,167113,9456,424,4
lift_xor_35845,0x73FA8C05,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_35845,0x8C050000,UNSAT,40,0,299372,10813,362,3
lift_35854,0x8C0E8C0E,UNSAT,40,0,161769,8677,433,4
lift_xor_35854,0x73F18C0E,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_35854,0x8C0E0000,UNSAT,40,0,283354,10533,357,2
lift_35855,0x8C0F8C0F,UNSAT,40,0,156191,7972,428,2
lift_xor_35855,0x73F08C0F,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_35855,0x8C0F0000,UNSAT,40,0,269255,10387,390,1
lift_35978,0x8C8A8C8A,UNSAT,40,0,183836,10895,442,0
lift_xor_35978,0x73758C8A,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_35978,0x8C8A0000,UNSAT,40,0,292082,11876,358,0
lift_35981,0x8C8D8C8D,UNSAT,40,0,195334,11601,421,2
lift_xor_35981,0x73728C8D,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_35981,0x8C8D0000,UNSAT,40,0,285708,12512,378,1
lift_36010,0x8CAA8CAA,UNSAT,40,0,199500,11914,416,0
lift_xor_36010,0x73558CAA,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_36010,0x8CAA0000,UNSAT,40,0,286312,12696,387,0
lift_36012,0x8CAC8CAC,UNSAT,40,0,199500,11914,416,0
lift_xor_36012,0x73538CAC,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_36012,0x8CAC0000,UNSAT,40,0,286312,12696,387,0
lift_36060,0x8CDC8CDC,UNSAT,40,0,210695,12616,416,4
lift_xor_36060,0x73238CDC,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_36060,0x8CDC0000,UNSAT,40,0,279243,13203,375,2
lift_36061,0x8CDD8CDD,UNSAT,40,0,181198,9831,431,0
lift_xor_36061,0x73228CDD,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_36061,0x8CDD0000,UNSAT,40,0,254192,11873,394,0
